studyIDX,train_script,KNODES,NGPUS,EMBED_DIM,B0,B1,B2,B3,NUM_WORKERS,BATCH_SIZE,NTRN_BATCH,NVAL_BATCH,ANCHOR_LR,NUM_CYCLES,MIN_FRACTION,TERMINAL_STEPS,WARMUP_STEPS,TOTAL_EPOCHS,CYCLE_EPOCHS,TRAIN_PER_VAL
1,train_LodeRunner_ddp_flyerplate.py,1,4,96,1,1,3,1,4,1,1000,125,5.0e-4,0.5,0.5,1000,500,100,1,5
